Company,NACE,Year,TA,CA,FA,TL,CL,DEBT,TAXEX,INTEX,TE,PROFIT,SALES,EBITDA,EBIT,DA,CFO,CAPEX,MCAP,SOLV,SORA,CPI,Company Code,SIZE,PROFITABILITY,TANG,RISK,LIQUID,NDTSHIELD,TAXRATE,FCFF,GROWPOT,LEVERAGE
AF GLOBAL LIMITED,68,2020.0,266786934.820175,64237955.9574127,174720523.616791,44609334.4612122,13891536.4494324,-3930111.25946045,-290447.021484375,-3157854.986190795,222177600.358963,-3688828.44734192,8084865.13710022,-3740261.77406311,-7137130.45501709,3625293.16139221,-6541108.9630127,-96059.3013763428,54295052.4023043,-16.675,0.3012150793650793,-0.18191667,19,19.4019609008673,-0.0140196587084903,0.6549065970361689,-7.171563255828191,4.624251333986704,0.0135887207663891,0.0729899258696065,-9372413.04647812,0.2443768062783199,-0.0147312733365653
AF GLOBAL LIMITED,68,2021.0,245125406.334877,21177776.8843174,154018648.64862,42379967.4707651,13335060.0272417,-980247.130990028,-494192.515850067,-2027077.0859718327,202745438.864112,-4310128.13973427,3979433.44724178,-3446770.85530758,-6831397.74155617,3387586.12287045,-4102981.5762043,-53266.2591934204,79659116.0250863,-13.427,0.1537802371541501,2.30485959,19,19.317280500143365,-0.0140612550402008,0.628325928966368,0.0843591558657812,1.5881276005547862,0.0138198082912813,0.1028641823221434,-5868278.776030267,0.3929021361534894,-0.0039989617789796
AF GLOBAL LIMITED,68,2022.0,236721695.613384,22603747.7529645,146761114.82352,41609399.5091915,20255837.6533985,-3156328.93967628,-49085.228562355,-1072437.872529032,195112296.104193,-411274.718105793,12077941.0886765,1375873.8309145,-1532797.81919718,2916108.80595446,1549903.27763557,-159155.135035515,69088405.4524204,-2.454,1.5047336,6.12106004,19,19.28239572897998,0.0058121999648126,0.6199732324628646,-0.3811253239723861,1.1159127625201948,0.012318722195692,0.1066235864297252,750967.7123341628,0.3540955994671197,-0.0133335008922512
AMARA HOLDINGS LTD,55,2020.0,610934131.263733,100175480.258942,192980110.975266,317585665.054321,20315407.6824188,278326152.944565,-260948.495864868,20723848.806381248,293348466.209412,-8656682.71064758,46178807.2986603,17559186.4681244,11806217.5998688,7859466.14646912,13793964.4031525,-351713.190078735,160926077.20924202,1.194,0.3012150793650793,-0.18191667,27,20.23049970651884,0.0287415378672701,0.3158771152236685,1.012652092500287,4.93101008972786,0.0128646702553867,0.0292620865139949,34263103.3429372,0.5485833257923431,0.4555747317126318
AMARA HOLDINGS LTD,55,2021.0,606611695.686936,107060002.314687,186419330.421329,309314207.89957,83028781.5177441,268114236.031771,-1776281.78226948,10412074.05400278,297297487.787366,5585559.1237545,49473257.6533556,21506991.958499,14221351.3954878,7426204.30254936,13153066.9749975,-563734.576463699,153147958.543041,2.29,0.1537802371541501,2.30485959,27,20.223399433756484,0.035454298213199,0.3073124566288241,2.867412381355348,1.2894324155751604,0.0122421053786966,-0.4663041367255788,28984068.808738545,0.5151337123056214,0.4419865919798241
AMARA HOLDINGS LTD,55,2022.0,585586033.033311,100748919.055402,173034355.269313,295036434.576631,76510484.4481945,246929935.723186,-2132976.29570961,13192770.749509372,290549598.456681,4798452.94976234,69674994.5130944,22611184.9088073,15858247.4035621,6758887.22991943,34366353.433907,-444741.919398308,136850328.139905,1.791,1.5047336,6.12106004,27,20.18812366963246,0.0386129170323313,0.2954892116756992,0.2818785445354593,1.3167988646525877,0.0115420909117464,-0.800223214285716,58561027.517321646,0.4710050499701808,0.4216800295664487
AMCORP GLOBAL LIMITED,68,2020.0,204640741.689444,168919986.599267,29467043.5253382,132709326.508164,88015887.0980144,94709028.6030769,-974614.039719105,3719566.605508327,71931415.1812792,-1957393.16278696,14971793.7403917,2084323.09484482,787559.403002262,1296763.69184256,12556413.6297703,-21526.1288285255,43121941.35023181,0.242,0.3012150793650793,-0.18191667,28,19.13676652015026,0.0101852792246419,0.1439940223147569,4.277882470254724,1.919198819312676,0.0063367816258723,0.3324050632911394,15061103.591187548,0.599486903483788,0.4628063200963383
AMCORP GLOBAL LIMITED,68,2021.0,190651692.373514,156486626.552522,27710211.3688588,129609871.66512,64230826.1817694,80585192.9907799,31032.9540967941,-92359.9824309349,61041820.7083941,-6958770.51627636,31209546.3832021,-5664991.88238382,-7020097.5446105,1355105.66222668,12594946.0841417,-213536.279380322,33018768.0991392,-2.756,0.1537802371541501,2.30485959,28,19.06595872108926,-0.0297138295068752,0.1453446912738153,-9.140823349151344,2.436316576555845,0.0071077557474382,-0.0044795221843003,12715708.652500844,0.5409204331711335,0.4226828096175614
AMCORP GLOBAL LIMITED,68,2022.0,144471739.752531,137721928.19488,555388.089537621,83867369.4176674,31878673.4758615,44611906.2423706,-673700.070619583,7380557.596921922,60604370.3348637,492840.991258621,63678974.684,226073.849201202,7199698.51756096,1134890.72299004,14422757.9995394,-113036.924600601,40410790.0707128,-0.28,1.5047336,6.12106004,28,18.788594473743093,0.0015648309460967,0.0038442680242444,-1.946986927790514,4.320190057442726,0.0078554513494059,3.724999999999999,-5576224.52747223,0.6667966327746137,0.3087933066964333
AMOS GROUP LIMITED,28,2020.0,121071113.614976,62880791.4293408,55322151.0893106,53364757.9265237,47301070.1196194,23219270.2029347,-307304.046034813,5616835.063636292,67706355.6884527,-15278355.5061221,80552258.6369514,-2730849.24000502,-9968824.48852062,7258759.0970397,877375.319838524,-1391775.57080984,30847678.167264298,-8.241,0.3012150793650793,-0.18191667,29,18.611888646749957,-0.0225557456148418,0.4569393097782449,-7.448510243781915,1.3293735484275924,0.059954508390198,0.0197171024432061,7775238.241928346,0.455609785131669,0.1917820817009696
AMOS GROUP LIMITED,28,2021.0,111517659.426689,54612827.0513415,54671198.5602379,42727205.6322694,24397812.9589558,18288015.4011846,157381.410062313,387911.9262099564,68790453.7944198,-10107137.5973821,73406975.1562476,-3104773.16939831,-9561844.26110983,6587852.82683372,-3986256.84171915,-365745.530426502,27047981.5472304,-10.329,0.1537802371541501,2.30485959,29,18.529693516832,-0.0278410897911587,0.4902470051945306,0.4602434525825003,2.23843125378558,0.0590745256016114,-0.0158176147334025,-3226463.5436834106,0.3931938234927664,0.1639921021944244
AMOS GROUP LIMITED,28,2022.0,107063299.925208,51849283.7347984,53426525.6227255,39942727.6768684,32247173.8500595,14226827.3302317,50489.8263216019,2203466.450214389,67120572.2483397,-8867369.9451685,74890730.445385,-733232.850909233,-6613413.66863251,5978146.15237713,2562923.8704443,-311981.911897659,20409218.4223931,-6.487,1.5047336,6.12106004,29,18.48893080559299,-0.0068485919210546,0.4990181104080302,-15.255424310105766,1.607870630024303,0.0558374919935526,-0.0057264957264957,5090990.373766977,0.3040680038734017,0.1328823914466511
ANNAIK LIMITED,24,2020.0,100031769.493103,43756902.7080536,20579381.6680908,44601014.3642426,23940700.843811,18841237.7738953,-117994.102478027,2660918.2853698726,55430755.1288605,133877.923965454,37357991.765976,5103244.93217468,2676802.1068573,2488465.36636353,1252552.78015137,-206489.679336548,14850390.1839866,2.676,0.3012150793650793,-0.18191667,33,18.420998388429048,0.051016241720352,0.2057284577926986,6.255057405103706,1.827720207253889,0.024876750446118,-7.428571428571189,23886782.293319065,0.2679088558231568,0.1883525390920368
ANNAIK LIMITED,24,2021.0,105421325.035334,55177186.2419844,12729896.138072,47105128.5467148,28222239.6626472,20756825.4748583,-581489.996194839,4031220.088124269,58316196.4886189,2288229.71785069,73663537.4187231,8460457.50188828,5737959.80978012,2789820.32525539,4151808.98046494,-61404.1599035263,16997811.807567198,5.91,0.1537802371541501,2.30485959,33,18.473475498420047,0.0802537579474797,0.1207525719659217,1.176738579691882,1.955095942120168,0.0264635293126919,-0.3407022106631976,9617878.824186563,0.2914766879709742,0.1968939914946169
ANNAIK LIMITED,24,2022.0,93572807.3827028,45284098.2111096,11993901.227653,34799939.6195412,20371113.5689616,12135207.1886659,-795775.675177574,3583221.685051914,58772867.7631617,4109772.31872082,65305665.4554605,9271902.18919516,6897218.32859516,2382864.73202705,4015320.4395175,-77346.4207649231,16307853.311383698,7.732,1.5047336,6.12106004,33,18.354250379823316,0.0990875709357962,0.1281772083485667,-1.7806544550934649,2.222956445547808,0.0254653547187206,-0.2401256732495509,8536312.064859819,0.2774724789183303,0.1296873261377549
ANNICA HOLDINGS LIMITED,26,2020.0,7824673.01368713,6764995.20874023,1005218.98841858,5390666.46385193,4119204.37240601,52189.6991729736,-85470.0870513916,726117.5537109376,2434006.54983521,-859239.105224609,8248997.95913696,5294.60716247559,-218591.638565063,220860.75592041,120263.219833374,-380455.34324646,12612335.0340402,-5.377,0.3012150793650793,-0.18191667,34,15.872792506129148,0.0006766553890768,0.128467858869019,-0.6763003386546811,1.6423062798384107,0.0282261962300628,0.0904723779023218,1161142.5350699262,5.181717787445598,0.006669888835186
ANNICA HOLDINGS LIMITED,26,2021.0,7055559.91566181,6380114.15672302,646593.201875687,5565584.27655697,4713324.12946224,258933.20441246,-66582.8239917755,-71761.48808002449,1489975.63910484,-810091.025233269,5663239.08507824,-580010.377883911,-948435.337305069,364725.913643837,-143522.976160049,-38470.076084137,12336145.9132715,-26.061,0.1537802371541501,2.30485959,34,15.769326504494323,-0.0822061444898815,0.0916430743420363,-10.651468554759472,1.3536336524878354,0.0516934046345811,0.0759493670886075,-171364.148554922,8.27942792452829,0.0366991716472685
ANNICA HOLDINGS LIMITED,26,2022.0,11025583.5369229,10524319.2331195,474490.542769432,10592741.0668731,10068421.579957,-325747.425913811,-57266.0999894142,-87758.43894481589,432842.470049858,-1112598.51408005,11146065.461576,-951955.947875977,-1257623.05301428,303435.958385468,811393.702447414,-83296.1454391479,12624399.3925228,-6.834,1.5047336,6.12106004,34,16.215728906415602,-0.0863406408094438,0.0430354131534571,0.3367246476658657,1.045279952725663,0.0275210792580102,0.0489510489510488,811227.2765824015,29.16626779037794,-0.0295446880269815
