Company,NACE,Year,TA,CA,FA,TL,CL,DEBT,TAXEX,INTEX,TE,PROFIT,SALES,EBITDA,EBIT,DA,CFO,CAPEX,MCAP,PER,SOLV,NEMP,SORA,CPI
8I HOLDINGS LIMITED,7022.0,2011.0,,,,,,,-3181.67352676392,,,116131.083726883,1186764.22548294,314985.679149628,297486.474752426,-17499.2043972015,,,,,31.167,,0.02296,5.247793398
8I HOLDINGS LIMITED,7022.0,2012.0,,,,,,,-22515.278339386,,,555644.904732704,1954004.51302528,603891.929745674,570923.129320145,-32968.8004255295,,,,,88.75,,0.026215139442231077,4.575602704
8I HOLDINGS LIMITED,7022.0,2013.0,20548195.0681806,19736612.3665571,96786.9888544083,1944466.47280455,1919873.05760384,-18662435.457468,-332407.773196697,,18603728.595376,2599761.98750734,5170963.87994289,2949623.1521368,2890916.29004478,-58706.8620920181,,,,,728.8,,0.03772908366533865,2.358604154
8I HOLDINGS LIMITED,7022.0,2014.0,29268433.7329865,26292044.4110036,155466.759800911,2744642.14265347,2684344.28721666,-24470758.5847378,-535415.897071362,,26523791.590333,3625862.60825396,7750817.10427999,4397384.56577063,4323283.5868001,-74100.9789705276,1197965.8266902,,141.774839107101,39.101,850.143,,0.07970555555555556,1.02514803
8I HOLDINGS LIMITED,7022.0,2015.0,44321662.0962024,30791205.960393,467766.986370087,5521426.76949501,4807193.95011663,-28342090.52068,-1077640.39897919,,38800235.3267074,12837687.3078942,15211308.7086678,6851454.10257578,6688623.82251024,-162830.280065536,2748131.04492426,-377470.19469738,257.057308584194,20.024,58.303,,0.2525032258064516,-0.52261817
8I HOLDINGS LIMITED,7022.0,2016.0,49055659.2100859,35484332.7522278,652453.860282898,4918443.29982996,4463442.58147478,-27842323.8316774,-158105.595529079,,44137215.9102559,8044784.71368551,20679639.567256,7159822.62468338,6920160.29661894,-239662.328064442,-5955787.70488501,-389898.414313793,170.470021095838,21.19,230.31,,0.19813690476190476,-0.53226874
8I HOLDINGS LIMITED,7022.0,2017.0,52120150.0858068,46774415.4750109,1033772.97949791,15527178.6677241,15359457.3878646,-34094686.7176294,-7623.69453907013,,36592971.4180827,-3240070.1791048,16072272.8272676,-3972707.22430944,-4446901.02463961,-474193.800330162,-5344972.24134207,-467332.475244999,44.393065768675,,-70.277,,0.5612424,0.57626031
8I HOLDINGS LIMITED,7022.0,2018.0,31463973.1074572,27840549.4546294,461685.977339745,7620768.69624853,7604543.31046343,-24135261.3553405,-245593.339383602,,23843204.4112086,-7521203.82893085,18692381.9419742,-3364554.99780178,-5129434.46069956,-1764879.46289778,-4644885.43975353,-278781.628489494,16.6935938711721,,,,1.0422362549800797,0.438620118
8I HOLDINGS LIMITED,7022.0,2019.0,28258580.6035995,24888046.4739799,1121639.63747025,7639503.01265717,7588966.0577774,-22170281.3448906,-105987.224817276,,20619077.5909424,-2582298.01392555,8328069.02289391,-255492.383003235,-1585596.95935249,-1330104.57634926,3993121.33765221,-139678.52807045,17.8709006278794,,-27.549,,1.48333,0.565260569
8I HOLDINGS LIMITED,7022.0,2020.0,43056711.3388777,39965856.1512232,1077048.72173071,15074228.4224033,14843379.247725,-37719715.9500122,-769744.675695896,,27982482.9164743,5898901.57932043,24146378.3031702,9627375.54848194,8164341.06844664,-1464519.04064417,7567547.70368338,-435718.538701534,59.1269939335537,10.023,323.441,,0.30121507936507935,-0.18191667
8I HOLDINGS LIMITED,7022.0,2021.0,48375203.2778859,40591103.9586067,5103443.18920374,22667356.3281298,19076400.211215,-33376681.0109615,228313.876569271,,25707846.9497561,-3308704.01060581,17753066.3829446,-3372247.6785183,-5207625.24938583,-1835377.57086754,-517215.901613235,-1806561.25634909,30.8340249797123,,-62.372,,0.15378023715415018,2.30485959
8I HOLDINGS LIMITED,7022.0,2022.0,25779201.0244131,20812358.5574627,4448379.77278233,12620949.4214058,8843255.4012537,-14508666.0622358,-540316.499590874,,13158251.6030073,-11251695.4747438,8015825.1131773,-10174830.3730488,-13512433.9667559,-3337603.59370708,2746043.68829727,-166541.068911552,5.51671865619245,,,,1.5047336,6.12106004
8I HOLDINGS LIMITED,7022.0,2023.0,,,,,,,,,,,,,,,,,,,,,3.617463453815261,
8VI HOLDINGS LIMITED,7022.0,,,,,,,,,,,,,,,,,,,,,,,
8VI HOLDINGS LIMITED,7022.0,2003.0,,,,,,,,,,,,,,,,,,,,,0.4880463576158941,
8VI HOLDINGS LIMITED,7022.0,2004.0,,,,,,,,,,,,,,,,,,,,,0.6823102310231023,1.662727199
8VI HOLDINGS LIMITED,7022.0,2005.0,,,,,,,,,,,,,,,,,,,,,1.8628145695364235,0.425106277
8VI HOLDINGS LIMITED,7022.0,2006.0,,,,,,,,,,,,,,,,,,,,,2.9766791044776117,0.962901778
8VI HOLDINGS LIMITED,7022.0,2007.0,,,,,,,,,,,,,,,,,,,,,2.16956,2.104880036
