Company,NACE,Year,TA,CA,FA,TL,CL,DEBT,TAXEX,INTEX,TE,PROFIT,SALES,EBITDA,EBIT,DA,CFO,CAPEX,MCAP,SOLV,SORA,CPI,Company Code,SIZE,PROFITABILITY,TANG,RISK,LIQUID,NDTSHIELD,TAXRATE,FCFF,GROWPOT,LEVERAGE
ADDVALUE TECHNOLOGIES LTD,61,2015.0,22215000.0,7461000.0,939000.0,13960000.0,13919000.0,4427000.0,21000.0,1479000.0,8255000.0,-4708000.0,9944000.0,-827000.0,-3208000.0,2381000.0,-165000.0,-180000.0,36909881.9656538,-2.039,0.2525032258064516,-0.52261817,12,16.916278294352146,-0.0372270988071123,0.0422687373396353,-2.026207852248916,0.5360298872045406,0.1071798334458699,-0.0044804779176445,1500626.6268401963,4.471215259316026,0.1992797659239252
ADDVALUE TECHNOLOGIES LTD,61,2016.0,19883000.0,5581000.0,793000.0,6224000.0,6053000.0,1469000.0,-961000.0,2419000.0,13659000.0,-3464000.0,10840000.0,-678000.0,-2006000.0,1328000.0,-3159000.0,-214000.0,46436390.5116317,-3.355,0.1981369047619047,-0.53226874,12,16.80537565324022,-0.0340994819695217,0.0398833174068299,-4.158370814036342,0.9220221377829176,0.0667907257456118,0.2171751412429378,-1051346.6666666667,3.3996918157721425,0.0738822109339636
ADDVALUE TECHNOLOGIES LTD,61,2017.0,14290000.0,5136000.0,599000.0,6814000.0,5029000.0,1574000.0,-1896000.0,9816000.0,7476000.0,-12785000.0,4086000.0,-3294000.0,-4865000.0,1571000.0,-3456000.0,-149000.0,52639478.9793377,-24.447,0.5612424,0.57626031,12,16.47507054990605,-0.2305108467459762,0.0419174247725682,-2.287449171585038,1.0212765957446808,0.1099370188943317,0.1291465159049111,5241297.799877392,7.041128809435219,0.110146955913226
ADDVALUE TECHNOLOGIES LTD,61,2018.0,13826000.0,4090000.0,328000.0,8571000.0,6913000.0,2984000.0,82000.0,1265000.0,5255000.0,-4107000.0,4017000.0,-2081000.0,-2760000.0,679000.0,-922000.0,-48000.0,31728111.3370759,-3.424,1.0422362549800797,0.438620118,12,16.442061435487346,-0.1505135252422971,0.0237234196441487,25.6223245006479,0.5916389411254159,0.0491103717633444,-0.0203726708074534,416771.42857142864,6.037699588406452,0.2158252567626211
ADDVALUE TECHNOLOGIES LTD,61,2019.0,19533000.0,9298000.0,1110000.0,11641000.0,9751000.0,5515000.0,23000.0,672000.0,7892000.0,1831000.0,9627000.0,3380000.0,2526000.0,854000.0,-925000.0,-525000.0,26257331.820809502,2.233,1.48333,0.565260569,12,16.787615900887108,0.1730404955715968,0.0568269083090155,-1.3713775866077658,0.9535432263357604,0.0437208826089182,0.0124056094929881,263663.430420712,3.327082085758933,0.2823427020938924
ADVANCED SYSTEMS AUTOMATION LTD,28,2015.0,12920291.2421227,11320461.0040188,1446354.03931141,11399674.5259762,9744677.7279377,2925242.20371246,163377.889037132,-748992.1406507324,1520616.71614647,-12049649.7641802,17021005.5305958,-3753447.86632061,-12635264.0157938,8881816.14947319,-2402574.41151142,-743334.031939507,7461226.81811547,-53.328,0.2525032258064516,-0.52261817,14,16.374309598024624,-0.2905079921173625,0.1119443836216331,-124.5524189475669,1.1617070692408202,0.6874315743376369,-0.0137450910389146,-2418527.485383321,4.906711033023251,0.2264068316181289
ADVANCED SYSTEMS AUTOMATION LTD,28,2016.0,12159303.0145168,10792366.6981459,1279817.46160984,12719352.7951241,10753647.2071409,1604093.19877625,5531.35585784912,229551.26810074085,-560049.780607224,-1901403.57613564,18362718.6090946,-1324759.72795486,-1666320.95217705,341561.224222183,-1518357.18297958,-209500.103116035,5470560.19598818,-5.697,0.1981369047619047,-0.53226874,14,16.31360511497443,-0.1089503013760945,0.105254179460935,-11.01300967862984,1.0036005915257558,0.0280905265552144,-0.0029175784099197,-1078636.0779390235,-9.767989177777771,0.1319231206641654
ADVANCED SYSTEMS AUTOMATION LTD,28,2017.0,15528953.802824,13934609.9719405,1506808.29441547,11904084.7926736,11904084.7926736,-3583719.82634068,-199760.583221912,1508304.6283721924,3624869.01015043,-4136615.22334814,23392936.9123578,-2599132.08281994,-2828071.17819786,228939.095377922,-2344007.14319944,-1621277.84210443,11839091.1696397,-9.31,0.5612424,0.57626031,14,16.55821682664987,-0.1673732896511855,0.097032183465022,2.5450965163156027,1.1705738168562605,0.0147427249951821,0.0460662525879916,716093.3852869521,3.2660742047471625,-0.2307766428984396
ADVANCED SYSTEMS AUTOMATION LTD,28,2018.0,17297772.7422714,9953839.49100971,5045427.952528,13401231.085062,12210580.4282427,-1746043.39396954,-257180.541872978,2535170.0139045683,3896541.6572094,-4426289.61098194,19714976.7526388,-1824443.16029549,-2148300.13895035,323856.978654861,-1343786.64898872,-695339.983582497,11594467.8209007,-11.87,1.0422362549800797,0.438620118,14,16.66608830795858,-0.1054727211114879,0.2916807861741786,1.528797807885826,0.8151815181518139,0.0187224669603524,0.0549123904881101,1747511.10274107,2.97557907521624,-0.1009403592002714
ADVANCED SYSTEMS AUTOMATION LTD,28,2019.0,15380047.9078293,7904542.96189547,5334768.54795218,14873812.7402067,14160481.3676476,-382274.356782436,-112826.606273651,453533.2660079012,506235.167622566,-3374406.26394749,13869507.4883103,-2735302.92183161,-3033699.60421324,298396.68238163,-610896.690547466,-599020.205676556,16570761.88639,-9.226,1.48333,0.565260569,14,16.54858163698031,-0.1778474903474903,0.3468629343629343,-1.3900204408753398,0.558211458824765,0.0194015444015443,0.0323541932737334,426983.0781925039,32.73332819648095,-0.0248552123552123
