,Company,NACE,Consolidation code,Year,TE,TL,CA,CFO,CFF,CFI,CL,DA,EBIDTA,TDA,FA,LTD,ND,NI,NP,EBIT,DeltaLTB,DeltaSTB,LB,TA,ITE,IA
2989,EINDEC CORPORATION LIMITED,2825.0,C1,2013,6112384.5051527,6916936.79714203,8644590.34359455,1760847.25594521,-1378329.27036285,-104323.086977005,6132932.99198151,294001.426935196,1987670.93747854,-294001.426935196,4384730.95870018,592744.812369347,-2227930.16809225,1584604.46506739,1368845.35336494,1721330.93512058,-74290.6831502914,-260807.717442513,813245.882570744,13029321.3022947,-215759.111702442,n.a.
2990,EINDEC CORPORATION LIMITED,2825.0,C1,2014,6817528.19156647,5663361.84030771,8375841.97336435,1298720.95656395,-1259365.77606201,-1169302.95914412,5131310.07313728,239915.234982967,1478846.59039974,-239915.234982967,3956709.30123329,357980.776488781,-1798985.84717512,1231363.05147409,1033830.31857014,1274502.38394737,-5297.81275987625,-775751.154124737,185423.446595669,12480890.0318742,-197532.732903957,148338.757276535
2991,EINDEC CORPORATION LIMITED,2825.0,C1,2015,6448122.14004993,6688591.76027775,9439139.85753059,2198882.49790668,-2420963.26482296,744748.559117317,6393662.84370422,229153.402805328,819718.499541283,-229153.402805328,3313529.91402149,150647.144436836,-2355187.75105476,896810.230731964,558030.971646309,872056.005120277,-216422.658205032,-754650.249361992,614612.058758736,13136713.9003277,-338779.259085655,384044.128775597
2992,EINDEC CORPORATION LIMITED,2825.0,C1,2016,9460692.77536869,5693148.01669121,11659406.7288637,-2296204.10048962,3388646.88241482,-253750.949978828,5569383.92937183,380972.134709358,268962.178587914,-380972.134709358,3033257.26854801,2765.67792892456,-1821890.33567905,-199820.230364799,-581483.784556389,-112009.956121445,-174929.129004478,-1331673.92277718,125838.345766068,15153840.7920599,-381663.554191589,461176.79464817
2993,EINDEC CORPORATION LIMITED,2825.0,C1,2017,8891964.53779936,6872661.86320782,12035762.1808648,-821487.342238426,-106239.71092701,-195271.581351757,6663923.27624559,374083.489179611,-1066137.94416189,-374083.489179611,3250037.35399246,20948.6753940582,-846925.01950264,-1382612.57600784,-1382612.57600784,-1314529.38097715,76313.0317926407,n.a.,804279.501736164,15764626.4010072,0,478826.866149902
2994,EINDEC CORPORATION LIMITED,2825.0,C1,2018,6821512.37845421,5972303.69460583,9589683.56704712,1321072.69799709,-139214.5383358,-2037661.21637821,5712192.32034683,395662.372112274,-860199.305295944,-912221.580147743,3204132.50601292,55685.8153343201,-1576055.11558056,-1866207.52179623,-1807590.87407589,-1767291.92876816,-79132.4744224548,n.a.,643317.708730698,12793816.07306,58616.6477203369,n.a.
2995,EINDEC CORPORATION LIMITED,2825.0,C1,2019,5581205.60902357,6924732.96004534,8476098.79630804,-1036965.58529139,-236787.417113781,134352.735102177,6311609.42858458,584916.879892349,-852137.789487839,-584916.879892349,3902909.84070301,484709.038794041,915973.895668983,-1443735.19212008,-1222535.66139936,-1436312.38907576,-5195.96213102341,n.a.,1177256.56282902,12505938.5690689,221199.530720711,126929.932057858
2996,EINDEC CORPORATION LIMITED,2825.0,C1,2020,5685651.720047,14042054.567337,13973224.6742249,2176083.54377747,226911.735534668,225398.990631104,12061115.1161194,738975.885391235,909159.687042236,-738975.885391235,5625141.92390442,1844792.40989685,1154980.73387146,118750.47492981,-459118.078231812,170183.801651001,-515089.639663696,763936.176300049,1634520.86830139,19727706.287384,-208002.424240112,129339.689254761
2997,EINDEC CORPORATION LIMITED,2825.0,C1,2021,5000370.08178234,14128875.2510548,14972997.4974394,-1843604.41541672,-442405.874967575,125027.747273445,13123474.608779,1088259.2676878,798254.078745842,-1088259.2676878,4043796.84376717,855959.192872047,2305985.13758183,-326255.8375597,-705038.125157356,-290005.188941956,-309240.226984024,-41429.3127059937,1549160.37154198,19129245.3328371,-173115.342378616,112450.991630554
2998,EINDEC CORPORATION LIMITED,2825.0,C1,2022,6009221.9209671,9809608.55662823,11369923.8524437,1631711.99190617,-560017.834961414,-594228.751838207,8508849.99972582,761564.758300781,2381377.3008585,-819574.573874474,4381972.2225666,1185482.6413393,2466160.8774662,1348356.35429621,1201844.38419342,1561802.72698402,-345827.74668932,n.a.,1560315.29581547,15818830.4775953,84783.5766077042,66934.4025850296
2999,EINDEC CORPORATION LIMITED,2825.0,C1,2023,5238889.83464241,7524647.50134945,8401334.91432667,1941453.09448242,-1206582.76301622,223722.133934498,6025330.0139308,608220.852255821,739420.612156391,-608220.852255821,4323525.03579855,1357500.40590763,-412558.782577515,-69012.5904679298,161534.964501858,131199.75990057,-1062490.54116011,n.a.,1148945.87427378,12763537.3359919,-47019.5671319962,38677.385866642
3000,ELITE COMMERCIAL REIT,6831.0,C1,2004,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3001,ELITE COMMERCIAL REIT,6831.0,C1,2005,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3002,ELITE COMMERCIAL REIT,6831.0,C1,2006,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3003,ELITE COMMERCIAL REIT,6831.0,C1,2007,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3004,ELITE COMMERCIAL REIT,6831.0,C1,2008,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3005,ELITE COMMERCIAL REIT,6831.0,C1,2009,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3006,ELITE COMMERCIAL REIT,6831.0,C1,2010,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3007,ELITE COMMERCIAL REIT,6831.0,C1,2011,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3008,ELITE COMMERCIAL REIT,6831.0,C1,2012,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3009,ELITE COMMERCIAL REIT,6831.0,C1,2013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3010,ELITE COMMERCIAL REIT,6831.0,C1,2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3011,ELITE COMMERCIAL REIT,6831.0,C1,2015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3012,ELITE COMMERCIAL REIT,6831.0,C1,2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3013,ELITE COMMERCIAL REIT,6831.0,C1,2017,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3014,ELITE COMMERCIAL REIT,6831.0,C1,2018,243998524.943471,136335650.076509,12846571.2794065,-370708.45079422,375631763.712645,-363686572.570443,5761215.58117867,n.a.,448150.969624519,0,n.a.,128970993.490696,119203079.722166,-2259798.09045792,-4179356.91785812,448150.969624519,98004142.3544884,n.a.,n.a.,380334175.019979,-1919558.82740021,n.a.
3015,ELITE COMMERCIAL REIT,6831.0,C1,2019,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3016,ELITE COMMERCIAL REIT,6831.0,C1,2020,291426218.86754,155311099.456429,28227645.7126141,22089333.8608742,-20972789.1602516,0,10608516.6567564,n.a.,23005920.4360247,0,n.a.,136757937.814474,109712594.843745,39050882.5041056,31346455.6696415,23005920.4360247,-141746154.944539,n.a.,n.a.,446737318.32397,-7704426.83446407,n.a.
3017,ELITE COMMERCIAL REIT,6831.0,C1,2021,388268090.587258,328253044.244647,42329186.8919134,30480399.9298811,-18935221.3412523,-12626615.4938936,29628684.4044924,n.a.,42644885.8642578,0,n.a.,293520783.687234,276228540.402055,-4528601.00328922,-6369058.84206295,42644885.8642578,-1836427.63912678,11504876.5921593,8866439.22328949,716521134.831905,-1840457.83877373,n.a.
3018,ELITE COMMERCIAL REIT,6831.0,C1,2022,299166834.171891,288297189.937353,32285510.4037523,33623851.1893749,-40007821.2127686,-8974968.82116795,27063688.4205341,n.a.,42282638.5084391,0,n.a.,258615953.127265,258329941.61582,-20318885.3088617,-22123050.7502556,42282638.5084391,-5307504.75668907,n.a.,8688957.3097229,587464024.109244,-1804165.44139385,n.a.
3019,ELITE COMMERCIAL REIT,6831.0,C1,2023,263932957.23629,301577808.583736,38003992.3224449,56739179.851532,-43202621.6130257,-589653.444766998,180278581.05278,n.a.,n.a.,n.a.,n.a.,121299227.530956,255633234.775066,-27231036.6220474,-28234593.6727524,51144476.6488075,-1332132.83634186,n.a.,160834026.420593,565510765.820026,-1003557.05070496,n.a.
3020,ELLIPSIZ LTD,2651.0,C1,2004,41923904.1651487,17346034.2844129,48154749.3042946,-94971.7372059822,14214880.200088,-4516110.03118753,12550252.879858,991668.078064919,6188894.43314075,-991668.078064919,8854512.21054792,3263997.98667431,-26008272.4257708,5090601.64397955,4775388.70024681,5194313.11160326,-898444.286942482,n.a.,961370.345950127,59269938.4495616,-279088.724672794,-746372.977674007
3021,ELLIPSIZ LTD,2651.0,C1,2005,48987640.2683258,29656605.0610542,46093153.7132263,3546815.42158127,-5395080.54327965,-11579134.4332695,17694866.0831451,3164210.87694168,11662309.3342781,-3211739.39180374,11700332.1461678,2788141.50309563,-11948074.5298862,9902566.07151031,6576758.24403763,10090897.8116512,645793.695688248,-711739.510059357,2632485.61692238,78644245.32938,-1699144.40631866,6993820.96195221
3022,ELLIPSIZ LTD,2651.0,C1,2006,70435496.3766336,56852739.4718528,78675899.4212151,21231592.9062963,3151038.49428892,-13480805.9888482,52252361.7220521,4443675.41605234,32537446.0219145,-4443675.41605234,21801762.8435493,660163.646996021,-21334173.1488705,25757080.7857513,16419761.4049315,28041536.4946127,-352422.919273376,3751416.11033678,8539333.19932222,127288235.848486,-2667715.63357115,24774072.5716352
3023,ELLIPSIZ LTD,2651.0,C1,2007,80248596.5563059,31827612.9688025,61167296.9466448,13425551.2504578,-7875505.61785698,-17550567.5318241,27203444.922924,7281090.90220928,16809343.4736729,-7281090.90220928,23603679.8447371,1767584.48374271,-11502675.1066446,10156596.5573788,9802296.67747021,9505415.5626297,3738092.10312366,-10620514.07969,3180216.60161018,112076209.525108,954586.969256401,24247683.4938526
3024,ELLIPSIZ LTD,2651.0,C1,2008,76128083.8222504,47920827.9435635,64011456.4499855,5916568.68171692,6084753.16882133,-11226498.1217384,41839746.9251156,7563895.33925056,2468419.48103905,-7968566.31040573,22526439.250946,1772179.77023125,-8238836.5778923,-9828877.68959999,-9053319.53072548,-5501615.68951607,n.a.,6661280.77745438,9637925.87018013,124048911.765814,2320799.036026,25801997.3840714
3025,ELLIPSIZ LTD,2651.0,C1,2009,53022486.1192703,34638571.0066557,48597737.8565073,1502276.18336678,5462132.73465633,-2243068.02034378,28280452.6144266,6097392.77362823,-19274382.7676773,-8741205.72626591,9421989.28594589,3865360.7583046,-10934611.7240191,-27914884.9481344,-26836805.2077293,-28052835.0108862,-707683.82191658,-435232.447981834,6048420.50135136,87661057.125926,720789.077877998,24943440.5964613
3026,ELLIPSIZ LTD,2651.0,C1,2010,69026616.4550781,38445728.0273438,67610074.7070313,-95625.48828125,-794976.07421875,4715621.09375,33897808.3496094,3637336.66992188,21871832.7636719,-3728680.41992188,6389067.13867188,2533361.81640625,-16230642.578125,14501533.9355469,14777706.0546875,18267322.7539063,-882751.708984375,-498108.88671875,6511810.30273438,107472344.482422,-368943.115234375,24936130.1269531
3027,ELLIPSIZ LTD,2651.0,C1,2011,79402861.7012501,36378131.2251091,67419458.155632,5069964.07985687,-7971851.41503811,1164171.79048061,31022615.5740023,3208590.87467194,11051089.8685455,-3988773.08785915,4571265.75171947,3475431.08940125,-19767327.8582096,8010901.20255947,8415229.21085358,7114383.16404819,-1937032.16850758,-410022.768974304,4225512.42470741,115780992.926359,693947.265744209,27017571.7413425
3028,ELLIPSIZ LTD,2651.0,C1,2012,79683598.4160304,37028342.3693776,64084948.9197135,3584046.4541316,-1581220.05665302,-4427259.13578272,32331003.9389133,1918034.06077623,4670644.5466876,-2045222.56582975,4018999.73684549,2822485.65226793,-17853497.5612164,1775928.38537693,1764151.67194605,2892360.8186245,-196278.557181358,-173510.244548321,4352673.2840538,116711940.785408,544869.274735451,28056056.9635034
3029,ELLIPSIZ LTD,2651.0,C1,2013,84095005.8951974,26829750.6049275,58863421.6099977,6949099.05195236,-3580461.63618565,-3259563.75002861,26096269.7222829,1875592.81736612,5069554.29017544,-1875592.81736612,5211824.28896427,714511.549472809,-21116029.3757915,3914796.13333941,3767783.80125761,3337812.24936247,-3218463.52815628,-38729.0552258492,3038254.86302376,110924756.500125,716092.327237129,28375751.2584329
3030,ELLIPSIZ LTD,2651.0,C1,2014,93819056.5359592,29654924.3474603,63656526.096642,2937550.08047819,2217774.24991131,-5144916.00358486,28300240.5818105,2618895.15215158,13506004.9898028,-2710968.81234646,10173739.1312718,521216.980755329,-17874299.685657,10236989.7326231,10819055.3931594,10903122.6481199,4166533.2839489,n.a.,7121697.45594263,123473980.88342,-856685.360074043,31794235.8260751
3031,ELLIPSIZ LTD,2651.0,C1,2015,90438621.3204861,23807332.3216438,61628320.3854561,10448270.6036568,-3078521.55590057,-693186.86914444,22997624.7475147,2610954.39577103,8252189.29123878,-2610954.39577103,8434763.13471794,379248.918771744,-23652218.7716961,4945821.51603699,4945079.34594154,5796348.4454155,-1227549.33786392,n.a.,5757013.43035698,114245953.64213,-1938548.28929901,31151847.5861549
3032,ELLIPSIZ LTD,2651.0,C1,2016,94975538.6805534,20955522.8841305,63979244.72332,6185322.54219055,-6124536.77415848,-349888.81111145,20017049.9289036,2935507.82203674,9568569.4360733,-2935507.82203674,8776871.87194824,349147.521257401,-26794663.0644798,7118606.4684391,7114900.01916885,6641957.09228516,-3573017.09651947,n.a.,2481097.14150429,115931061.564684,-1011860.65077782,30550778.7549496
3033,ELLIPSIZ LTD,2651.0,C1,2017,95764904.3018818,19514267.4429417,70166994.8265553,12782981.4562798,-7179989.98188972,4395556.61344528,18532636.6961002,3127858.91819,8367095.21198273,-210556.890964508,7975023.75984192,148841.940164566,-38198650.3121853,6166412.67228127,6172221.13823891,8252378.00931931,-1962535.43543816,n.a.,675234.167575836,115279171.744823,-2255136.90805435,30076962.7869129
3034,ELLIPSIZ LTD,2651.0,C1,2018,91664470.8586931,10099633.9193583,69155312.8598332,-1849084.28931236,-20484249.5298982,36878389.0807033,10016850.0347733,926739.946901798,468864.479064941,-153113.556444645,580219.792842865,n.a.,-19643956.471324,6643956.18849993,6643223.58775139,328205.135345459,-282051.288187504,n.a.,n.a.,101764104.778051,-783882.800936699,11293040.5387282
3035,ELLIPSIZ LTD,2651.0,C1,2019,86319171.7876792,9923900.91371536,73041004.1863322,2367934.96340513,-4321388.95505667,3844846.66132927,9907646.75796032,243812.336325645,1461396.36743069,0,942741.033792496,n.a.,-55755448.3661056,-378278.533935547,-380495.009720325,1461396.36743069,n.a.,n.a.,n.a.,96243072.7013946,-625046.171307564,11436276.224196
3036,ELLIPSIZ LTD,2651.0,C1,2020,85142115.4689789,11896353.2438278,65893623.5575676,1993252.86340714,-1943726.59492493,-572064.289569855,10905827.8741837,898650.552749634,2246626.38187408,-898650.552749634,1833189.70584869,419896.624088287,-52989518.4159279,1546798.67506027,-494544.912815094,1291989.61257935,-429227.660179138,n.a.,n.a.,97038468.7128067,-614412.837982178,13477604.9752235
3037,ELLIPSIZ LTD,2651.0,C1,2021,89824460.3776932,12654716.3332701,61763614.3380404,41654.2711257935,-1471288.36226463,-6591788.40565681,11745016.8049335,908955.702066422,2011306.23435974,-1146236.28222942,1821630.53548336,249925.626754761,-47229992.846489,2782654.07645702,2268670.12381554,1075572.7865696,-429187.757849693,0,n.a.,102479176.710963,-465635.245084763,13641029.9674273
3038,ELLIPSIZ LTD,2651.0,C1,2022,87499643.3293819,16000862.6639843,58538584.8534107,3144129.99629974,-2595200.53625107,-2480959.98108387,14919529.107213,883747.690916061,1373760.638237,-883747.690916061,2134645.845294,377209.380269051,-43595345.4422951,2289840.56174755,1976577.15260983,504382.828474045,-428940.952420235,0,n.a.,103500505.993366,-441155.351400375,16076304.5400381
3039,ELLIPSIZ LTD,2651.0,C1,2023,88310835.2105618,15338201.5767097,54714907.1056843,273659.36255455,2231319.6003437,-6980157.81092644,14254628.521204,1075459.16604996,307590.173006058,-1075459.16604996,6657815.11163712,410857.856988907,-40021390.9275532,514863.167285919,1510658.69140625,-751641.214132309,-438150.030612946,n.a.,n.a.,103649036.787271,-307590.173006058,16367927.9112816
3040,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2004,12550272.5243568,13643837.7410173,11476816.1326647,237165.847420692,228294.306993484,-472557.386755943,8754436.0935688,3461083.63866806,2204873.51417542,-3461083.63866806,14490182.697773,4889401.64744854,4248876.42860413,-2542583.4864378,-1693281.34953976,-1416489.28821087,-591436.02848053,-276200.625300407,2365744.11392212,26194110.2653742,244263.079762459,227111.434936523
3041,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2005,8312710.64734459,11823455.9032917,9096560.00971794,345746.244430542,-1776093.72138977,-134391.091585159,8123852.68163681,3123556.82468414,109525.779485703,-3120596.66848183,10848380.4502487,3692498.84676933,4214078.36961746,-4233615.40055275,-4250192.27528572,-3051921.04458809,-1480078.10115814,-312592.4949646,2072109.3416214,20136166.5506363,-16576.8747329712,191226.090669632
3042,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2006,7949590.65198898,11056711.0946774,9097668.82002354,856962.847709656,-1467548.87670279,23944.5501565933,6921865.35447836,2245746.75679207,1464398.27799797,-2245746.75679207,9746062.03347445,4134845.74019909,3675488.44903708,-897920.63087225,-897920.63087225,-424070.585668087,-1260239.48192596,-207309.394776821,630119.740962982,19006301.7466664,0,162570.893168449
3043,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2007,11614460.704565,10880675.7651567,15242470.5192447,-2957944.77403164,2609832.90606737,-67073.5776424408,10006036.3126993,998054.835319519,1859279.57224846,-1313300.65023899,7117177.32363939,874639.452457428,3477765.00076056,-307196.985602379,-307196.985602379,602320.727229118,-670735.776424408,-179086.452305317,3353678.88212204,22495136.4697218,-399758.522748947,135488.62683773
3044,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2008,5867682.02519417,1500628.76415253,6616599.17378426,-12636579.6489716,15278049.5545864,-125052.397012711,1478971.64511681,818080.206155777,-16038144.5710659,-818080.206155777,229146.291732788,n.a.,-5116669.02637482,-27488472.9902744,-27476596.5056419,-16856224.7772217,-4366354.64429855,-165572.168111801,n.a.,7368310.78934669,-101299.427747726,2794.46697235107
3045,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2009,6856054.95601894,4581490.63239993,5935568.80792977,-2387758.05452466,3788988.08173836,692487.908735874,4558354.009524,66920.4851537944,-3811538.96732629,-8334748.73957041,20354.3707579375,n.a.,-5424659.45847334,-12271342.6178843,-12267974.6284783,-12270024.7089863,0,0,n.a.,11437545.5884189,17572.118639946,5481622.40973116
3046,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2010,10621987.2551558,6253152.36169089,11562579.0823696,-5427168.58196249,372476.154327386,-8655.29525279984,4514184.16202061,303084.563076491,3030397.94307942,-303084.563076491,14326.0059356687,n.a.,-449478.436231605,1845070.18113133,530509.907305232,2727313.38000293,0,0,n.a.,16875139.6168468,-842398.994863016,5298234.52854148
3047,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2011,23764810.8608719,2687532.39369389,26437236.801624,-2623959.40423008,14831074.8934744,3304.53658103938,633684.229135505,197328.041553495,-1346992.05398558,-197328.041553495,6609.07316207876,n.a.,-12672583.0705164,-2090670.14360425,-2639223.21605678,-1546208.40215681,n.a.,n.a.,n.a.,26452343.2545659,-226596.794128415,8497.37977981552
3048,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2012,16620929.3268023,17857255.9268771,34468327.7113434,2872837.62046692,-3528205.19319173,-9307109.89135495,15788284.9846481,6518.69735121721,-9746565.48839795,-6518.69735121721,6041.71949625009,n.a.,-10531830.0302922,-9475483.07415832,-8823295.35379993,-9753084.18574921,3597207.98954364,n.a.,n.a.,34478185.2536794,0,3815.8228397369
3049,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2013,38254455.9530013,79772381.9043923,73975482.5223673,-6766353.98963083,-981908.723592742,2615036.61733862,79772381.9043923,222699.258238073,-3487316.34625787,-222699.258238073,12535559.3505798,n.a.,-5640567.45240083,12995870.0322507,12465259.1432331,-3720667.15106362,n.a.,-7086883.60634434,n.a.,118026837.857394,-530610.889017573,327.739894390101
3050,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2014,513972.885683185,872691.640555872,1358882.20809402,-6276189.09436473,861578.713297852,-48864.1948550946,872691.640555872,619872.545436032,18221932.1951272,-12520019.9593605,27782.3181450371,n.a.,-161300.870642068,-41331101.0027682,-41331101.0027682,5701912.23576672,-2833306.17459122,n.a.,n.a.,1386664.52623905,n.a.,n.a.
3051,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2015,10099052.1329941,63025645.965771,31253791.9544584,-4585688.76254567,4664561.13040456,2597550.52116518,40342908.0646344,45135.9448879965,1389509.29313901,-45135.9448879965,971270.076856036,15709773.5825184,12882075.9567025,1020103.16398742,1154894.80827751,1366094.0589309,3187398.75657862,n.a.,n.a.,73124698.0987651,57459.7523659478,n.a.
3052,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2016,65130332.3872089,181843323.82679,199072805.904508,10179769.0368891,21906934.8750114,-23451565.9983158,100038027.786613,571803.911805153,18109659.078598,-571803.911805153,5482265.07461071,42191108.2252264,49317568.8285828,16457857.9355478,9363894.04785633,17537855.1667929,n.a.,n.a.,18551476.1277437,246973656.213999,7297932.63494968,n.a.
3053,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2017,97660480.1861644,168412386.828661,186540472.714305,3009875.75393915,-1128235.80336571,-1934011.63905859,110389044.98899,302259.459257126,6072871.36334181,-302259.459257126,4121651.88378096,31451443.436265,39575040.4872894,1212778.6719203,-1618285.174191,5770611.90408468,1785874.57734346,0,16326499.801755,266072867.014825,-968876.236975193,n.a.
3054,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2018,85303342.0112133,147746924.119592,174756009.97293,-7135844.15185452,2297772.59063721,-630128.962993622,81964391.2154436,243991.796135902,12856828.9693594,-243991.796135902,3621043.41292381,43907532.6830149,48356536.2449884,7985785.5437994,2512456.06291294,12612837.1732235,3406359.94064808,0,4303927.35886574,233050266.130805,-504103.170394897,n.a.
3055,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2019,96076308.9238405,130599765.882969,132938691.122234,7750890.93887806,-6125297.07217216,-1450415.71485996,82865946.3458657,429780.296266079,20619062.2965097,-429780.296266079,3272713.86224031,8819774.57726002,29936906.9580436,13284590.608418,4979958.56243372,20193735.6820703,-3231146.16519213,n.a.,23431562.3700023,226676074.806809,-2326306.47408962,n.a.
3056,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2020,93345437.0193481,123836323.295593,124239469.812393,-8491037.14370728,7508509.32884216,-328265.644073486,84505712.1753693,371378.873825073,3594281.89086914,-371378.873825073,3349217.2164917,3781.86225891113,43651010.5648041,-4172150.44403076,-1954466.41540527,3222903.01704407,10524922.6665497,-539293.558120728,45219727.0298004,217181760.314941,1084638.09585571,n.a.
3057,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2021,73781167.0744419,123520756.023765,113031002.008438,2831249.63796139,-1691203.7293911,-19974.8471975327,87397354.58076,312939.272761345,-6184804.53968048,-312939.272761345,3049493.33882332,2219.42746639252,42531628.3476353,-22559740.3867245,-9879411.46206856,-6497743.81244183,-1045350.33667088,n.a.,45371755.6954622,197301923.098207,3062070.09446621,n.a.
3058,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2022,43048489.1647696,115511673.403323,78428526.9400477,5322028.72109413,-4391640.52516222,43879.2194724083,84441467.4389362,196340.91424942,-28685853.8011909,-196340.91424942,2849918.1189537,n.a.,41120034.6547365,-39094153.403163,-15708760.5711222,-28876988.7063503,-1677822.35813141,n.a.,44103077.863276,158560162.568092,7507808.82328749,n.a.
3059,EMERGING TOWNS & CITIES SINGAPORE LTD,6831.0,C1,2023,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3060,ENECO ENERGY LIMITED,5229.0,C1,2004,9968784.48110819,4367731.69136047,10566776.8945694,475578.408658504,3284979.81888056,-39172.4815368652,3042600.0893712,864854.943931103,2458073.21643829,-864854.943931103,3940506.81459904,1121312.28399277,-4318154.01941538,1630554.54397202,1282286.70030832,1667278.74541283,-44069.0417289734,-340310.933351517,45293.1817770004,14336516.1724687,-350104.053735733,-228914.188981056
3061,ENECO ENERGY LIMITED,5229.0,C1,2005,10660978.4066677,8987501.6361475,10321475.9379625,2989424.39258099,3258622.81024456,-6450546.90539837,4024155.81047535,1213195.54746151,2534551.17344856,-1256459.57887173,8871529.99639511,4300564.90004063,-486720.353364944,1206585.76488495,1017906.51679039,1302728.05690765,3347554.43036556,n.a.,394183.397293091,19648480.0428152,-239754.840731621,455474.108457565
